acc_now_delinq,acc_open_past_24mths,addr_state,all_util,annual_inc,annual_inc_joint,application_type,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_2yrs,delinq_amnt,desc,dti,dti_joint,earliest_cr_line,emp_length,emp_title,funded_amnt
0.0,9.0,SC,54.0,95000.0,,Individual,23514.0,12617.0,39.9,0.0,0.0,0.0,,22.98,,Apr-95,6 years,Executive Director,22400.0
0.0,6.0,IN,47.0,33000.0,,Individual,1933.0,12925.0,37.9,0.0,0.0,0.0,,21.75,,Aug-09,2 years,Paralegal,10000.0
0.0,7.0,PA,46.0,85000.0,,Individual,1997.0,8182.0,50.1,0.0,0.0,0.0,,13.07,,Apr-02,6 years,SERVICE MANAGER,10000.0
0.0,4.0,SD,29.0,65000.0,,Individual,9733.0,57830.0,27.1,0.0,1.0,0.0,,16.06,,Dec-99,10+ years,Engineer,24700.0
0.0,7.0,CA,66.0,142000.0,,Individual,47670.0,2827.0,44.6,0.0,2.0,0.0,,17.74,,Oct-04,9 years,Registered Nurse,16000.0
0.0,5.0,TN,62.0,55000.0,,Individual,25644.0,9924.0,21.9,0.0,0.0,0.0,,29.15,,Sep-94,6 years,"TEAM LEAD, QUALITY ENGINEER",20000.0
0.0,5.0,LA,88.0,48000.0,,Individual,14211.0,1516.0,87.7,0.0,0.0,0.0,,29.13,,Nov-05,6 years,Teacher,15700.0
0.0,3.0,IL,64.0,39750.0,,Individual,5394.0,10013.0,52.3,0.0,0.0,0.0,,23.58,,May-02,2 years,Software Testing Analyst,17475.0
0.0,7.0,NH,65.0,75000.0,,Individual,25410.0,12642.0,38.0,0.0,0.0,0.0,,25.65,,Mar-01,5 years,Systems Support Engineer,18000.0
0.0,7.0,MO,71.0,91392.0,,Individual,23424.0,433.0,90.2,0.0,0.0,0.0,,9.44,,Sep-06,4 years,Contract Specialist,10000.0
0.0,1.0,OH,87.0,52000.0,,Individual,74481.0,2926.0,87.4,0.0,0.0,0.0,,14.47,,Jan-05,< 1 year,Resident physician,21000.0
0.0,5.0,IN,58.0,100000.0,,Individual,13788.0,11142.0,39.1,0.0,0.0,0.0,,7.28,,Jul-01,< 1 year,Associate Consultant,8650.0
0.0,9.0,NY,75.0,75000.0,,Individual,5146.0,884.0,88.2,1.0,0.0,0.0,,13.09,,Jun-00,9 years,Application Analyst,19000.0
0.0,2.0,TX,75.0,40000.0,,Individual,2045.0,347.0,96.6,0.0,0.0,0.0,,10.17,,Oct-06,1 year,Coaching General Manager,15000.0
0.0,1.0,TX,45.0,100000.0,,Individual,12911.0,437.0,88.5,0.0,1.0,0.0,,13.28,,May-94,10+ years,Analyst,6000.0
0.0,5.0,IN,75.0,41600.0,,Individual,9350.0,4617.0,66.8,0.0,0.0,0.0,,15.78,,Oct-04,3 years,Lpn,10000.0
0.0,1.0,KS,44.0,50000.0,,Individual,8054.0,7982.0,48.5,0.0,0.0,0.0,,11.98,,Jun-01,1 year,Truck Driver,9000.0
0.0,6.0,VA,21.0,80000.0,,Individual,13773.0,114609.0,4.2,0.0,0.0,0.0,,20.18,,Apr-93,n/a,,15000.0
0.0,4.0,VA,63.0,85000.0,,Individual,33919.0,15532.0,29.4,0.0,0.0,0.0,,17.44,,Apr-94,< 1 year,Systems Administrator,3600.0
0.0,9.0,TX,33.0,135000.0,,Individual,1470.0,38700.0,15.5,0.0,0.0,0.0,,4.65,,Oct-04,10+ years,Project Manager,25000.0
0.0,9.0,FL,61.0,70000.0,,Individual,2759.0,12279.0,48.0,0.0,0.0,0.0,,22.21,,Jul-04,5 years,Clinical Intake,20000.0
0.0,2.0,MD,25.0,59000.0,,Individual,6136.0,26118.0,26.0,0.0,1.0,0.0,,13.06,,Oct-96,10+ years,Carrier,7000.0
0.0,3.0,OH,69.0,100000.0,,Individual,64448.0,22057.0,36.1,0.0,0.0,0.0,,15.97,,Dec-97,4 years,Master mechanic,14000.0
0.0,4.0,LA,55.0,195000.0,,Individual,19107.0,23969.0,56.8,0.0,0.0,0.0,,6.79,,Jul-01,10+ years,Manager,27500.0
0.0,3.0,AZ,22.0,53750.0,,Individual,17827.0,8500.0,0.0,0.0,1.0,0.0,,15.3,,Sep-07,4 years,Network Operation Engineer,12000.0
0.0,2.0,OH,78.0,40100.0,,Individual,6839.0,6420.0,50.6,0.0,0.0,0.0,,10.81,,Oct-98,2 years,Teacher,10000.0
0.0,4.0,OH,76.0,30000.0,,Individual,3432.0,15310.0,28.1,0.0,0.0,0.0,,30.84,,Sep-00,< 1 year,Emergency Department technician ,10000.0
0.0,6.0,CA,71.0,62000.0,,Individual,22771.0,8703.0,63.0,0.0,0.0,0.0,,28.92,,Mar-02,5 years,Supervisor,16000.0
0.0,1.0,MA,96.0,42000.0,,Individual,2886.0,14203.0,40.6,0.0,0.0,0.0,,9.6,,Apr-02,1 year,Merchandise Manager,16000.0
0.0,17.0,IN,46.0,55000.0,,Individual,1051.0,1375.0,45.0,0.0,0.0,0.0,,25.49,,Mar-05,8 years,Program Coordinator ,8650.0
0.0,10.0,PA,78.0,104433.0,,Individual,27644.0,4567.0,77.5,0.0,1.0,0.0,,25.37,,Jun-98,3 years,Contract Specialist,10400.0
0.0,5.0,OH,54.0,32000.0,,Individual,1666.0,5787.0,42.7,0.0,0.0,0.0,,13.73,,Feb-12,6 years,Property Manager,5000.0
0.0,8.0,MI,56.0,92000.0,,Individual,11739.0,445.0,94.8,0.0,0.0,0.0,,5.18,,Nov-01,10+ years,Sales Representative/ Agent,8800.0
0.0,2.0,IL,69.0,144000.0,,Individual,13190.0,12111.0,75.0,0.0,0.0,0.0,,29.88,,Oct-79,10+ years,VP Manufacturing,28000.0
0.0,5.0,OH,88.0,92000.0,,Individual,12954.0,2292.0,88.8,0.0,0.0,0.0,,24.16,,Nov-96,10+ years,Service Delivery Manager,24575.0
0.0,14.0,TN,68.0,37231.0,,Individual,2045.0,3645.0,6.5,0.0,1.0,0.0,,36.3,,Jun-00,3 years,Case Manager,14875.0
0.0,6.0,CA,14.0,120000.0,,Individual,796.0,63965.0,1.7,0.0,3.0,0.0,,4.99,,Sep-87,5 years,Community Manager,20000.0
0.0,1.0,FL,86.0,60000.0,,Individual,4652.0,19471.0,31.4,0.0,0.0,0.0,,28.58,,Sep-08,2 years,Project Supervisor,16000.0
0.0,7.0,CA,62.0,85140.0,,Individual,35834.0,5390.0,65.9,0.0,0.0,0.0,,14.42,,Mar-12,4 years,Automation Engineer,6000.0
0.0,3.0,GA,78.0,92892.0,,Individual,18629.0,5976.0,77.4,0.0,0.0,0.0,,29.14,,Nov-94,8 years,RN,34100.0
0.0,4.0,NY,70.0,97000.0,,Individual,32246.0,15950.0,54.6,0.0,1.0,0.0,,22.22,,Nov-98,10+ years,Teacher,18000.0
0.0,5.0,IL,70.0,95000.0,,Individual,7237.0,0.0,102.0,0.0,0.0,0.0,,26.89,,Oct-08,3 years,Senior Business Analyst,24000.0
0.0,6.0,TX,36.0,150000.0,,Individual,26131.0,105395.0,28.8,0.0,0.0,0.0,,15.45,,Jul-96,2 years,"Director, Accounting & Finance",13200.0
0.0,0.0,MD,47.0,81000.0,,Individual,15147.0,6762.0,62.8,0.0,3.0,0.0,,12.03,,May-89,5 years,legal secretary,30000.0
0.0,2.0,CA,58.0,90000.0,,Individual,54280.0,5688.0,72.4,0.0,0.0,0.0,,13.36,,Oct-91,< 1 year,Paralegal,35000.0
0.0,11.0,NV,79.0,55000.0,,Individual,21458.0,5030.0,30.1,0.0,0.0,0.0,,15.56,,Jun-97,< 1 year,Social Worker,18850.0
0.0,6.0,MI,61.0,28000.0,,Individual,2110.0,459.0,69.4,0.0,0.0,0.0,,27.95,,Apr-06,10+ years,maintenance ,9500.0
0.0,2.0,VA,57.0,60000.0,,Individual,4113.0,4570.0,63.4,0.0,2.0,0.0,,30.24,,Jan-08,7 years,Bartender ,5000.0
0.0,2.0,CO,60.0,120000.0,,Individual,24292.0,23734.0,63.5,0.0,1.0,0.0,,14.88,,Nov-83,10+ years,Owner,18000.0
0.0,3.0,IL,68.0,55000.0,,Individual,4309.0,4040.0,81.5,0.0,0.0,0.0,,22.58,,Jul-07,2 years,Analytical Research Scientist,20000.0
0.0,2.0,WA,51.0,92000.0,,Individual,26098.0,5440.0,63.7,0.0,1.0,0.0,,10.55,,Aug-96,10+ years,Quality Assurance Wings,10000.0
0.0,5.0,DE,85.0,83000.0,,Individual,7022.0,763.0,95.2,0.0,0.0,0.0,,21.96,,Nov-02,2 years,Outside Account Manager,7000.0
0.0,1.0,MN,58.0,54000.0,,Individual,3307.0,1039.0,81.1,0.0,0.0,0.0,,19.38,,Sep-00,3 years,Master Carpenter,10000.0
0.0,13.0,NY,47.0,82000.0,,Individual,7201.0,25465.0,23.3,0.0,0.0,0.0,,15.07,,Sep-89,10+ years,research scientist,21000.0
0.0,4.0,NC,76.0,38700.0,,Individual,9616.0,8240.0,19.2,0.0,0.0,0.0,,23.26,,Nov-94,3 years,machine operation ,6000.0
0.0,1.0,IN,45.0,68000.0,,Individual,2929.0,15394.0,49.7,0.0,0.0,0.0,,14.61,,Oct-87,10+ years,Science teacher,10000.0
0.0,4.0,NY,66.0,63000.0,,Individual,5728.0,18097.0,53.2,0.0,0.0,0.0,,35.19,,Dec-06,5 years,Bartender,16000.0
0.0,4.0,TX,23.0,60000.0,,Individual,2939.0,61230.0,16.8,0.0,0.0,0.0,,21.48,,Apr-88,9 years,Truck Driver,15000.0
0.0,5.0,PA,54.0,57000.0,,Individual,6376.0,13178.0,33.1,0.0,0.0,0.0,,25.01,,Mar-00,10+ years,Teacher,8000.0
0.0,3.0,MA,90.0,42900.0,,Individual,12531.0,5785.0,76.7,0.0,0.0,0.0,,36.98,,Nov-00,8 years,Revenue Control Specialist,15000.0
0.0,0.0,NJ,91.0,70000.0,,Individual,16394.0,902.0,96.7,0.0,0.0,0.0,,13.33,,May-98,5 years,Executive Assistant,23525.0
0.0,9.0,IN,69.0,52000.0,,Individual,2803.0,6662.0,43.1,0.0,1.0,0.0,,28.38,,Jul-01,2 years,nurse,2400.0
0.0,1.0,FL,82.0,105000.0,,Individual,10387.0,15361.0,85.8,0.0,0.0,0.0,,25.07,,Jun-95,1 year,Director,35000.0
0.0,2.0,MN,51.0,76500.0,,Individual,6447.0,5146.0,80.9,0.0,0.0,0.0,,15.65,,Jan-02,10+ years,Executive Admin,25000.0
0.0,7.0,CA,48.0,90000.0,,Individual,3304.0,3535.0,43.9,0.0,0.0,0.0,,21.17,,Aug-99,2 years,Systems Software Specialist II,15000.0
0.0,5.0,CA,66.0,90000.0,,Individual,2805.0,2357.0,64.8,0.0,0.0,0.0,,16.65,,May-02,10+ years,District Sales Leader,16000.0
0.0,12.0,WA,64.0,60000.0,,Individual,1682.0,2773.0,70.8,0.0,0.0,0.0,,3.3,,Sep-02,< 1 year,Truck Driver,10000.0
0.0,5.0,VA,55.0,75181.21,,Individual,23030.0,12303.0,58.7,0.0,0.0,0.0,,31.57,,Feb-00,2 years,Speech Language Pathologist,24000.0
0.0,10.0,NY,64.0,43000.0,,Individual,1558.0,3024.0,64.8,0.0,0.0,0.0,,17.11,,Sep-10,2 years,Nurse,16000.0
0.0,6.0,NY,96.0,73320.0,,Individual,4766.0,0.0,101.7,0.0,0.0,0.0,,17.02,,Nov-06,3 years,GS12,14400.0
0.0,6.0,RI,47.0,75000.0,,Individual,1541.0,9037.0,55.0,0.0,0.0,0.0,,10.11,,May-85,10+ years,Accounting Manager,24000.0
0.0,3.0,TX,40.0,160000.0,,Individual,12239.0,6489.0,55.9,0.0,1.0,0.0,,8.0,,Nov-87,7 years,President,5200.0
0.0,4.0,IL,91.0,55000.0,,Individual,43498.0,3661.0,61.1,0.0,0.0,0.0,,16.85,,Oct-00,8 years,Teacher,11000.0
0.0,6.0,CA,41.0,25000.0,,Individual,1590.0,17888.0,23.6,0.0,0.0,0.0,,29.91,,Oct-08,2 years,Medical Coder/biller,10000.0
0.0,4.0,IL,79.0,180000.0,,Individual,29468.0,0.0,106.2,0.0,0.0,0.0,,12.66,,May-84,10+ years,Financial Manager,2000.0
0.0,6.0,NY,73.0,99906.0,,Individual,42637.0,82.0,96.4,0.0,0.0,0.0,,6.97,,Jul-93,n/a,,16000.0
0.0,0.0,MA,87.0,56457.0,,Individual,4570.0,51.0,99.8,0.0,0.0,0.0,,12.37,,Dec-04,3 years,Lecturer and Curriculum Fellow,24000.0
0.0,8.0,NY,36.0,80000.0,,Individual,409.0,3408.0,31.8,0.0,0.0,0.0,,9.57,,Jun-05,10+ years,Teacher,6900.0
0.0,2.0,FL,83.0,70000.0,,Individual,30813.0,11762.0,98.0,0.0,0.0,0.0,,34.44,,Sep-77,10+ years,Administrative Assistant,14550.0
0.0,7.0,MN,64.0,210000.0,,Individual,31139.0,2225.0,84.4,0.0,0.0,0.0,,20.16,,Aug-02,2 years,Nurse Anestheti,24000.0
0.0,5.0,OK,46.0,30000.0,,Individual,4911.0,2200.0,46.0,0.0,0.0,0.0,,29.2,,Aug-07,1 year,iron fitter,8400.0
0.0,5.0,TX,65.0,45500.0,,Individual,4165.0,14431.0,28.9,0.0,0.0,0.0,,19.24,,Jun-81,1 year,Business Systems Analyst,14000.0
1.0,4.0,TX,44.0,76000.0,,Individual,15943.0,43838.0,27.7,0.0,1.0,687.0,,14.4,,Nov-94,10+ years,Dispatcher,18000.0
0.0,2.0,TX,35.0,40000.0,,Individual,2236.0,43081.0,16.8,0.0,0.0,0.0,,20.25,,May-01,1 year,Paraprofessional ,13150.0
0.0,3.0,IN,70.0,85000.0,,Individual,2134.0,7832.0,52.8,0.0,0.0,0.0,,10.14,,Sep-09,3 years,Sales Manager,15000.0
0.0,8.0,TX,38.0,72000.0,,Individual,4987.0,15186.0,56.9,0.0,0.0,0.0,,22.8,,Aug-97,8 years,nutritionist,24000.0
0.0,5.0,PA,76.0,80000.0,,Individual,18499.0,5708.0,39.3,0.0,0.0,0.0,,18.92,,Apr-04,1 year,Registered Nurse ,8000.0
0.0,3.0,IN,68.0,82193.0,,Individual,6024.0,5729.0,68.2,0.0,0.0,0.0,,29.92,,Aug-99,8 years,Pastor,24000.0
